0.0,1734371748148,-10.166111946105957
1.0,1734374369264,-11.039678573608398
2.0,1734376967768,-11.422959327697754
3.0,1734379577243,-11.764004707336426
4.0,1734382268600,-11.941841125488281
5.0,1734384967830,-12.054966926574707
6.0,1734387648348,-12.085433006286621
7.0,1734390328231,-12.201233863830566
8.0,1734392998066,-12.256516456604004
9.0,1734395680144,-12.110608100891113
10.0,1734398353017,-12.232935905456543
11.0,1734401036605,-12.389344215393066
12.0,1734403721960,-12.416196823120117
13.0,1734406406084,-12.36754035949707
14.0,1734409091963,-12.512428283691406
15.0,1734411782422,-12.513895034790039
16.0,1734414485233,-12.503619194030762
17.0,1734417173974,-12.329816818237305
18.0,1734419863538,-12.563868522644043
19.0,1734422542026,-12.535594940185547
20.0,1734425160670,-12.573501586914062
21.0,1734427778683,-12.544146537780762
22.0,1734430406250,-12.553955078125
23.0,1734433025310,-12.416057586669922
24.0,1734435648516,-12.602579116821289
25.0,1734438495822,-12.697260856628418
26.0,1734441493574,-12.586268424987793
27.0,1734444107312,-12.594376564025879
28.0,1734446735186,-12.633792877197266
29.0,1734449352350,-12.668368339538574
30.0,1734452022253,-12.861455917358398
31.0,1734454602344,-12.945398330688477
