0.0,1734526727786,-11.710643768310547
1.0,1734532130478,-12.260764122009277
2.0,1734537557623,-12.390740394592285
3.0,1734542979645,-12.750052452087402
4.0,1734548390162,-12.93480110168457
5.0,1734553807341,-12.939791679382324
6.0,1734559216048,-13.021398544311523
7.0,1734564591841,-13.194280624389648
8.0,1734569961154,-13.169455528259277
9.0,1734575328967,-13.107962608337402
10.0,1734580689996,-13.248116493225098
11.0,1734586050229,-13.254434585571289
12.0,1734591409925,-13.021777153015137
13.0,1734596766357,-13.24453067779541
14.0,1734602107000,-13.274096488952637
